scode,sname,sclx,enddate,forecastl,forecastt,increasel,increaset,forecastcontent,changereasondscrpt,forecasttype,yearearlier,ndate,hymc,zfpx,jlrpx,forecast,IsLatest
603916,苏博特,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润与上年同期相比将有较大幅度增长。,"因房屋征收补偿事宜,公司合计收到相关补偿款137,472,899元,其中计入当期损益的金额为137,195,179.72元。",略增,69375144.01,2018-04-27T00:00:00,化工行业,-,-,increase,T
002886,沃特股份,深交所中小板,2018-06-30T00:00:00,16000000,19000000,-9.68,7.25,"预计2018年1-6月归属于上市公司股东的净利润盈利1,600万元-1,900万元,同比变动-9.68%至7.25%。",主要原材料价格、汇率波动、政府补贴可能影响利润预测准确性。,续盈,17715400.0,2018-04-27T00:00:00,塑胶制品,-1.215,17500000.0,unknown,T
400064,国恒3,老三板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润累计亏损增加。,"截止本报告期末公司下属只有中铁(罗定)铁路有限责任公司一家子公司勉强维持运营,且其收入未有明显增加的趋势,预计下一报告期末公司累积亏损增加。",增亏,-10323683.02,2018-04-27T00:00:00,-,-,-,reduction,T
002876,三利谱,深交所中小板,2018-06-30T00:00:00,21432500,32148800,-30,5,"预计2018年1-6月归属于上市公司股东的净利润盈利:2,143.25万元-3,214.88万元,同比上年变动:-30.00%至5.00%。","客户审厂进度延迟,产能释放较慢,导致单位生产成本较高,毛利率下降所致。",续盈,30617900.0,2018-04-27T00:00:00,电子信息,-12.5,26790650.0,unknown,T
002872,天圣制药,深交所中小板,2018-06-30T00:00:00,104809100,132283300,3,30,"预计2018年1-6月归属于上市公司股东的净利润盈利:10,480.91万元-13,228.33万元,同比上年增长:3%-30%。",公司销售收入的正常增长。,略增,101756400.0,2018-04-27T00:00:00,医药制造,16.5,118546200.0,increase,T
002860,星帅尔,深交所中小板,2018-06-30T00:00:00,45648026.05,52169172.62,5,20,"预计2018年1-6月归属于上市公司股东的净利润盈利:4,564.802605万元-5,216.917262万元,同比上年增长:5.00%-20.00%。",主要原因系公司对浙江特种电机股份有限公司投资收益的增加、控股子公司常熟新都安电器股份有限公司财务报表合并及公司预计的订单执行情况。,略增,43474310.52,2018-04-27T00:00:00,家电行业,12.5,48908599.335,increase,T
002878,元隆雅图,深交所中小板,2018-06-30T00:00:00,43913200,51232100,20,40,"预计2018年1-6月归属于上市公司股东的净利润盈利:4,391.32万元-5,123.21万元,同比上年增长:20.00%-40.00%。","促销品订单增加,毛利率相对保持稳定。",略增,36594400.0,2018-04-27T00:00:00,文化传媒,30.0,47572650.0,increase,T
002853,皮阿诺,深交所中小板,2018-06-30T00:00:00,43383400,53795400,25,55,"预计2018年1-6月归属于上市公司股东的净利润盈利:4,338.34万元-5,379.54万元,同比上年增长:25%-55%。","1、大宗业务及全屋定制业务较大增长。2、投资收益增幅较大,主要为暂时闲置资金理财收入增长。",预增,34706700.0,2018-04-27T00:00:00,木业家具,40.0,48589400.0,increase,T
603165,荣晟环保,上交所主板,2018-06-30T00:00:00,120000000,130000000,-34.47,-29.01,"预计2018年1-6月归属于上市公司股东的净利润盈利12,000万元-13,000万元","1、2月份锅炉安全年检及检修,停产机10天,半停产11天(只有一半产能运行),产量减少导致销售收入相应减少;2、公司产品销售价格同比有所下降,导致毛利率有所降低。",略减,183127924.11,2018-04-27T00:00:00,造纸印刷,-31.74,125000000.0,reduction,T
002858,力盛赛车,深交所中小板,2018-06-30T00:00:00,0,3000000,100,181.04,预计2018年1-6月归属于上市公司股东的净利润盈利0万元-300万元。,"业务量较去年同期增加,致1-6月利润扭亏为盈。",扭亏,-3702000.0,2018-04-27T00:00:00,文化传媒,140.52,1500000.0,increase,T
002837,英维克,深交所中小板,2018-06-30T00:00:00,39941500,59912300,0,50,"预计2018年1-6月归属于上市公司股东的净利润盈利:3,994.15万元-5,991.23万元,同比上年同期增长:0.00%至50.00%。","根据公司经营计划和预计的订单执行情况,公司预计2018年1-6月归属于上市公司股东的净利润变动幅度为0%至50%。",略增,39941500.0,2018-04-27T00:00:00,机械行业,25.0,49926900.0,increase,T
002807,江阴银行,深交所中小板,2018-06-30T00:00:00,334815200,387680800,-5,10,"预计2018年1-6月归属于上市公司股东的净利润盈利33,481.52万元-38,768.08万元,同比变动-5%至10%。",本行业绩保持平稳。,续盈,352437100.0,2018-04-27T00:00:00,银行,2.5,361248000.0,unknown,T
603035,常熟汽饰,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润有较大增长。,,略增,120440002.58,2018-04-27T00:00:00,汽车行业,-,-,increase,T
603727,博迈科,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润亏损。,"受当前国际环境影响,油价持续低迷,公司本期新增订单不足。现阶段石油价格缓慢回升,但由于项目周期性的特点,市场仍处于温和复苏的状态,如果公司跟进的相关项目推进缓慢,或者油价出现重大波动,公司新接订单可能不及预期,持续出现下滑的情况,进而会导致公司下个报告期持续亏损的风险。",首亏,94256569.39,2018-04-27T00:00:00,石油行业,-,-,reduction,T
002810,山东赫达,深交所中小板,2018-06-30T00:00:00,25254900,36479400,-10,30,"预计2018年1-6月归属于上市公司股东的净利润盈利2,525.49万元-3,647.94万元,同比变动-10%至30%。","公司总体业务开拓较好,母公司及子公司销售同期增长,但受现有纤维素醚生产线与建设中的20000吨/年纤维素醚改建项目生产线合口对接、调试等因素影响,公司出于谨慎原则,预计2018年1-6月归属于上市公司股东的净利润变动幅度为-10%至30%。",续盈,28061000.0,2018-04-27T00:00:00,化工行业,10.0,30867150.0,unknown,T
603886,元祖股份,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润不确定。,"公司主要产品为月饼、粽子、蛋糕及中西式糕点等,其中月饼、粽子、年糕、青团等是节日时令产品,生产和销售均集中在相应节日时段,使得公司经营业绩存在明显的季节性特征。第一季度,公司为了提升品牌知名度,加强了央视和地方台的广告投放。同时为了降低人员流动率,公司增加了工资、奖金等费用。第一季度的主营业务收入无法覆盖固定的人力成本,租赁费用,广告费用等。因此在第一季度公司的利润会处于亏损状态,而在节日较多的下半年,收入与利润都会提升。",不确定,3430184.91,2018-04-27T00:00:00,食品饮料,-,-,unknown,T
002829,星网宇达,深交所中小板,2018-06-30T00:00:00,6761500,12557000,-65,-35,"预计2018年1-6月归属于上市公司股东的净利润盈利676.15万元-1,255.7万元,同比下降35%-65%。","业绩变动的主要原因为:部分军品业务交货验收的延迟导致收入下降;股权激励费用、研发投入加大、人工成本增加等因素导致成本费用增加;借款增加导致财务费用增加;收到政府补助减少。公司在面临上述困难的前提下,正在通过进一步开拓市场、提高研发能力、加强内控降低成本费用开支等措施努力提高公司盈利水平。",预减,19318500.0,2018-04-27T00:00:00,电子信息,-50.0,9659250.0,reduction,T
603131,上海沪工,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润与上年同期相比仍将会发生重大变动。,"由于本公司的出口销售占营业收入的比例较大,出口销售基本都是以美元结算,公司以美元计价的资产占总资产的比重较大。2018年第一季度,美元对人民币的汇率持续下降,导致出口销售以人民币计量确认的收入减少,从而导致销售毛利率的下降。同时,由于存在较多以美元计价的资产,此部分资产产生了大额的汇兑损失而引起财务费用大幅增加。与上年同期相比,公司净利润下降93.54%,净利润发生重大变动。
2017年后,人民币汇率呈明显的双向波动,增加了对业绩影响的不确定性。如果未来汇率出现大幅单向波动,将对公司的业绩影响较大。如果人民币对美元汇率累计变动达到5%,公司预测年初至下一报告期期末的累计净利润与上年同期相比仍将会发生重大变动。",不确定,42281595.69,2018-04-27T00:00:00,机械行业,-,-,unknown,T
603315,福鞍股份,上交所主板,2018-06-30T00:00:00,3800000,3800000,-62.07,-62.07,"预计2018年1-6月归属于上市公司股东的净利润约为:380万元,较上年同期下降62.07%。","铸件整体毛利率的下降影响,本公司于2018年4月25日披露年报中表示火电产品收入及毛利率大幅度减少,预计2018年上半年将会持续减少,公司为了弥补火电订单不足的情况,更多的选择了低附加值的其他铸件产品,造成整体毛利下降。",预减,10040000.0,2018-04-27T00:00:00,机械行业,-62.07,3800000.0,reduction,T
002759,天际股份,深交所中小板,2018-06-30T00:00:00,10000000,50000000,-92.57,-62.86,"预计2018年1-6月归属于上市公司股东的净利润盈利:1,000万元-5,000万元,同比上年下降62.86%-92.57%。","公司主要产品六氟磷酸锂的市场价格目前仍然在低位徘徊,而去年第一季度六氟磷酸锂的市场价格处于高位,导致六氟磷酸锂业务的盈利能力同比出现大幅下降。",预减,134607900.0,2018-04-27T00:00:00,家电行业,-77.715,30000000.0,reduction,T
603160,汇顶科技,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润与上年同期相比可能会发生明显变动。,"2018年一季度为公司新旧产品的衔接期,成熟产品由于市场的竞争及产品在手机应用的高渗透率,在销量无大幅增长但价格仍有压力的情形下,导致一季度业绩有较明显下滑。另一方面,公司上半年进一步增加新产品的研发投入,实施股权激励计划,通过香港子公司收购恪理德国有限责任公司。以上举措均导致研发费用和管理费用大幅增长。基于以上两方面原因,预计年初至下一报告期期末的累计净利润与2017同期相比发生明显变动的可能性还是存在。随着客户采用新产品光学指纹逐渐增量,预期新产品有望在2018年下半年形成规模商用并产生重要营收和利润贡献。",不确定,481975737.22,2018-04-27T00:00:00,电子元件,-,-,unknown,T
002776,柏堡龙,深交所中小板,2018-06-30T00:00:00,74511300,89413600,0,20,"预计2018年1-6月归属于上市公司股东的净利润盈利7,451.13万元-8,941.36万元,同比增长0%-20%。",销售订单增长。,略增,74511300.0,2018-04-27T00:00:00,纺织服装,10.0,81962450.0,increase,T
002732,燕塘乳业,深交所中小板,2018-06-30T00:00:00,36125800,66230600,-40,10,"预计2018年1-6月归属于上市公司股东的净利润盈利3,612.58万元-6,623.06万元,同比变动-40%至10%。","销售稳定增长的同时,新工厂投产带来的资产折旧影响凸显。",续盈,60209600.0,2018-04-27T00:00:00,食品饮料,-15.0,51178200.0,unknown,T
002791,坚朗五金,深交所中小板,2018-06-30T00:00:00,20338200,71183600,-80,-30,"预计2018年1-6月归属于上市公司股东的净利润盈利2,033.82万元-7,118.36万元,同比下降30%-80%。","1、新产品和新市场的投入,销售费用和管理费用增长较快仍在维持一段的时间;2、建筑五金行业处于一个集中度快速提高的时期,市场价格竞争较为激烈;3、众多新产品在培育期内收入增长迅速,预计第二季度销售收入仍保持较好的增长,但需弥补第一季度亏损,净利润累计值较去年同期预计有较大下降幅度。",预减,101690900.0,2018-04-27T00:00:00,金属制品,-55.0,45760900.0,reduction,T
002781,奇信股份,深交所中小板,2018-06-30T00:00:00,73194800,101078500,5,45,"预计2018年1-6月归属于上市公司股东的净利润盈利7,319.48万元-10,107.85万元,同比5%-45%。","公司加大各业务板块和战略客户的投入和拓展力度,加强应收账款回收力度。",略增,69709300.0,2018-04-27T00:00:00,工程建设,25.0,87136650.0,increase,T
600909,华安证券,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润无法进行准确估计。,,不确定,406471266.1,2018-04-27T00:00:00,券商信托,-,-,unknown,T
002701,奥瑞金,深交所中小板,2018-06-30T00:00:00,414342300,538645000,0,30,"预计2018年1-6月归属于上市公司股东的净利润盈利为41,434.23万元-53,864.50万元,比上年同期增长0%-30%。",预计主材成本变动及市场因素影响。,略增,414342300.0,2018-04-27T00:00:00,金属制品,15.0,476493650.0,increase,T
002705,新宝股份,深交所中小板,2018-06-30T00:00:00,135406200,193437400,-30,0,"预计2018年1-6月归属于上市公司股东的净利润盈利:13,540.62万元-19,343.74万元,比上年同期下降0.00%-30.00%。","公司持续专注于主业,2018年将继续加大产品创新力度,同时大力拓展国内销售业务。受人民币兑美元汇率升值等因素的影响,经营业绩尚存在一定的不确定性。",略减,193437400.0,2018-04-27T00:00:00,家电行业,-15.0,164421800.0,reduction,T
002752,昇兴股份,深交所中小板,2018-06-30T00:00:00,37887200,68885900,-45,0,"预计2018年1-6月归属于上市公司股东的净利润盈利3,788.72万元-6,888.59万元,比上年同期减少0%-45%。","主要原因系主要原材料价格与去年同期涨幅较大,毛利率下降;主要原材料价格无下降趋势。",略减,68885900.0,2018-04-27T00:00:00,金属制品,-22.5,53386550.0,reduction,T
002709,天赐材料,深交所中小板,2018-06-30T00:00:00,424276100,477310700,140,170,"预计2018年1-6月归属于上市公司股东的净利润盈利为42,427.61万元-47,731.07万元,比上年同期增长140%-170%。","主要原因为:(1)公司根据实际情况,对江苏容汇通用锂业股份有限公司会计核算方式变更,增加公司本期净利润39,227.71万元;(2)报告期内,剔除上述原因对公司净利润的影响后,归属于上市公司股东的净利润为3,199.90万元至8,503.36万元,下降区间为-81.90%至-57.90%。下降的原因主要为:(1)受市场供求关系影响,公司电解液产品销售价格下降,导致毛利率下降;(3)与同期相比,纳入合并财务报表范围的公司增加,期间费用上升。",预增,176781700.0,2018-04-27T00:00:00,化工行业,155.0,450793400.0,increase,T
002693,双成药业,深交所中小板,2018-06-30T00:00:00,-20000000,-18000000,-14.02,-2.62,预计2018年1-6月归属于上市公司股东的净利润亏损1800万元-2000万元。,预计2018年1-6月净利润较上年同期无重大变化。,增亏,-17541000.0,2018-04-27T00:00:00,医药制造,-8.32,-19000000.0,reduction,T
002651,利君股份,深交所中小板,2018-06-30T00:00:00,58710000,82190000,0,40,"预计2018年1-6月归属于上市公司股东的净利润盈利:5,871万元-8,219万元,同比上年增长:0.00%-40.00%。","经营业绩预计期间公司主营业务收入辊压机(高压辊磨机)及其配套设备、航空零件及工装设计制造业务预计实现销售收入较上年同期增长,致使公司收入及归属于上市公司股东的净利润实现相应增长。",略增,58710000.0,2018-04-27T00:00:00,机械行业,20.0,70450000.0,increase,T
002657,中科金财,深交所中小板,2018-06-30T00:00:00,74172200,120529900,-20,30,"预计2018年1-6月归属于上市公司股东的净利润盈利:7,417.22万元-12,052.99万元,与上年同期相比变动-20.00%至30.00%。","公司根据业务进展状况、市场拓展情况、对外投资情况及公司业务季节性特点等因素综合判断,预计2018年1-6月公司可实现归属于母公司的净利润较上年同期变动幅度在-20%-30%。",续盈,92715300.0,2018-04-27T00:00:00,软件服务,5.0,97351050.0,unknown,T
002632,道明光学,深交所中小板,2018-06-30T00:00:00,104598700,133653900,80,130,"预计2018年1-6月归属于上市公司股东的净利润盈利:10,459.87万元-13,365.39万元,同比上年增长:80.00%至130.00%。","公司2018年半年度出现业绩同比大幅度上升的主要原因:一是加大市场营销力度,部署车牌膜、车牌半成品等各项工作提升产品附加值;二是积极开拓国内外微棱镜型反光膜产品市场,加快进口替代的步伐,微棱镜产品销售额有较大幅度增长,提升了公司整体毛利水平;三是华威新材料纳入合并范围,增加了业绩。上述因素使得公司2018年半年度净利润比上年同期大幅增加。",预增,58110400.0,2018-04-27T00:00:00,安防设备,105.0,119126300.0,increase,T
002634,棒杰股份,深交所中小板,2018-06-30T00:00:00,14720600,24911700,-35,10,"预计2018年1-6月归属于上市公司股东的净利润盈利为1472.06万元-2491.17万元,比上年同期变动-35%至10%。","经营过程中,随着国内外市场变化、人民币汇率的变动以及成本费用的影响,会引起公司业绩一定幅度的变化。",续盈,22647000.0,2018-04-27T00:00:00,纺织服装,-12.5,19816150.0,unknown,T
002319,乐通股份,深交所中小板,2018-06-30T00:00:00,3500000,7000000,-51.82,-3.63,"预计2018年1-6月归属于上市公司股东的净利润盈利为350万元-700万元,比上年同期减少3.63%-51.82%。","主要系原材料价格上涨导致材料成本增加,毛利率下降所致。",预减,7263700.0,2018-04-27T00:00:00,化工行业,-27.725,5250000.0,reduction,T
002244,滨江集团,深交所中小板,2018-06-30T00:00:00,552249600,828374400,-40,-10,"预计2018年1-6月归属于上市公司股东的净利润盈利55,224.96万元-82,837.44万元,同比下降10%-40%。","公司主营业务属于房地产开发行业,以房产交付、开具发票作为收入确认标准,存在季度间收入的不均衡性。报告期内平湖万家花城、千岛湖东方海岸二期排屋、东方星城部分住宅及华家池商住楼交付,公司2018年1-6月归属于母公司所有者的净利润与上年同期相比变动幅度在-10%~-40%之间。",略减,920416000.0,2018-04-27T00:00:00,房地产,-25.0,690312000.0,reduction,T
002470,金正大,深交所中小板,2018-06-30T00:00:00,794432000,1032761600,0,30,"预计2018年1-6月归属于上市公司股东的净利润盈利为79,443.2万元-103,276.16万元,比上年同期增长0%-30%。","公司营销转型初见效果,“金丰公社”模式带动客户业务较快增长,公司产品销量保持稳定。但受国内市场环境、原材料价格波动等多种因素影响,公司业绩仍然存在不确定性。",略增,794432000.0,2018-04-27T00:00:00,化肥行业,15.0,913596800.0,increase,T
002310,东方园林,深交所中小板,2018-06-30T00:00:00,654726800,795025400,40,70,"预计2018年1-6月归属于上市公司股东的净利润盈利为65,472.68万元-79,502.54万元,比上年同期增长40%-70%。","公司充分利用在PPP领域的先发优势,PPP项目实施稳步增长,带动营业收入及营业利润较上年同期出现增长。",预增,467662000.0,2018-04-27T00:00:00,园林工程,55.0,724876100.0,increase,T
002063,远光软件,深交所中小板,2018-06-30T00:00:00,66878500,89171200,-10,20,"预计2018年1-6月归属于上市公司股东的净利润盈利6,687.85万元-8,917.12万元,比上年同期变动-10%至20%。","公司强化产品创新、优化业务布局,继续加大大数据、区块链、人工智能、物联网等技术领域的研发投入,同时进一步强化预算与职能管理。",续盈,74309400.0,2018-04-27T00:00:00,软件服务,5.0,78024850.0,unknown,T
002095,生意宝,深交所中小板,2018-06-30T00:00:00,27460000,34330000,100,150,"预计2018年1-6月归属于上市公司股东的净利润盈利:2,746万元-3,433万元,同比上年增长:100.00%至150.00%。",公司B2B交易平台建设及维护业务增加。,预增,13730000.0,2018-04-27T00:00:00,电子信息,125.0,30895000.0,increase,T
600749,*ST藏旅,上交所风险警示板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润仍可能为亏损,"预计年初至下一报告期末的累计净利润仍可能为亏损。主要原因有:①公司新投入运营的酒店尚处于培育期,固定运营成本偏高;②阿里神山圣湖景区游客接待人数及营业收入增长不容乐观;③受西藏自治区政府“冬游西藏”优惠政策影响,西藏旅游市场一季度游客接待人数增幅较大,不确定是否影响传统旅游旺季需求,即6月底-10月初的入藏游客人数产生一定影响,整体形势预期不容乐观。",续亏,-25518674.02,2018-04-27T00:00:00,旅游酒店,-,-,unknown,T
600665,天地源,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润与上年同期相比将有一定幅度增长。,"预计公司年初至下一报告期房产项目竣工单体相比上年同期增加,并且该部分单体平均毛利率高于上年同期,因此预计年初至下一报告期期末的累计净利润与上年同期相比将有一定幅度增长。",略增,104893801.77,2018-04-27T00:00:00,房地产,-,-,increase,T
600067,冠城大通,上交所主板,2018-06-30T00:00:00,-,-,-,-,预计2018年1-6月归属于上市公司股东的净利润与上年同期相比有较大幅度减少。,"由于上年同期公司存在大额非经常性损益(控股子公司北京海淀科技园建设股份有限公司实现北京实创科技园开发建设股份有限公司12.38%股权转让的收益),同时本年度公司房地产项目将主要集中在下半年进行结算,受此综合影响,预测本年初至下一报告期期末虽实现盈利,但累计实现的归属于上市公司股东净利润与上年同期相比有较大幅度减少。",略减,511239030.98,2018-04-27T00:00:00,房地产,-,-,reduction,T
002598,山东章鼓,深交所中小板,2018-06-30T00:00:00,34610800,40903700,10,30,"预计2018年1-6月归属于上市公司股东的净利润盈利:3,461.08万元-4,090.37万元,同比上年增长:10.00%-30.00%。","公司2017年下半年订单增加,2018年第一季度延续了订单的增长趋势,继而影响2018年半年度业绩。",略增,31464400.0,2018-04-27T00:00:00,机械行业,20.0,37757250.0,increase,T
002597,金禾实业,深交所中小板,2018-06-30T00:00:00,530000000,590000000,9.43,21.82,"预计2018年1-6月归属于上市公司股东的净利润盈利53,000万元-59,000万元,同比增长9.43%-21.82%。","2018年至今,公司食品添加剂产品以及基础化工产品价格较2017年同期均有所提升;公司年产1500吨三氯蔗糖于2017年3月底建成,目前处于满产状态,预计2018年上半年度三氯蔗糖产品销量较2017年上半年度相比有较大的增幅。",略增,484306500.0,2018-04-27T00:00:00,化工行业,15.625,560000000.0,increase,T
002605,姚记扑克,深交所中小板,2018-06-30T00:00:00,26785800,44643000,-25,25,"预计2018年1-6月归属于上市公司股东的净利润盈利2,678.58万元-4,464.3万元,比上年同期变动-25%至25%。","公司主要原材料纸张价格上涨导致公司毛利率下降,同时网络棋牌游戏冲击传统扑克牌销售,扑克牌业绩报告期仍将受较大影响;公司2018年4月份收购上海成蹊信息科技有限公司53.45%股权,上海成蹊信息科技有限公司从2018年4月份纳入合并报表范围预计将给公司带来一定业绩贡献。",续盈,35714400.0,2018-04-27T00:00:00,文教休闲,0.0,35714400.0,unknown,T
002679,福建金森,深交所中小板,2018-06-30T00:00:00,8000000,20000000,132.33,180.83,预计2018年1-6月归属于上市公司股东的净利润盈利:800万元-2000万元。,"截至目前,公司各项业务稳健开展。公司在夯实主业的同时拓展新业态,提高核心竞争力。为此,公司将继续积极的销售模式、努力提升管理水平、加强公司治理、优化内部机构整合,提升盈利能力,实现业绩的稳定增长。",扭亏,-24744800.0,2018-04-27T00:00:00,木业家具,156.58,14000000.0,increase,T
002578,闽发铝业,深交所中小板,2018-06-30T00:00:00,10991400,14870800,-15,15,"预计2018年1-6月归属于上市公司股东的净利润盈利1,099.14万元-1,487.08万元,同比变动-15%至15%。","一是由于今年以来铝锭价格持续下跌,库存原材料尚需消化之前的成本;二是铝锭价格持续下跌导致公司铝锭套期保值业务产生一定的亏损;三是预计二季度产销量会有所回升。",续盈,12931100.0,2018-04-27T00:00:00,有色金属,0.0,12931100.0,unknown,T
300174,元力股份,深交所创业板,2018-06-30T00:00:00,66717100,75814800,120,150,"预计2018年1-6月归属于上市公司股东的净利润盈利:6,671.71万元-7,581.48万元,同比上年增长:120%-150%。","1、公司并购的广州冰鸟网络科技有限公司自2018年1月纳入合并报表范围;2、活性炭、硅酸钠(白炭黑)业务经营业绩稳定增长;3、预计2018年上半年,公司非经常性损益约为200万元。",预增,30325900.0,2018-04-27T00:00:00,化工行业,135.0,71265950.0,increase,T
002509,天广中茂,深交所中小板,2018-06-30T00:00:00,250000000,322331800,3.7,33.7,"预计2018年1-6月归属于上市公司股东的净利润盈利25,000万元-32,233.18万元,同比增长3.7%-33.7%。",主要系工程业务受在手订单及新增订单驱动保持较快增长所致。,略增,241085900.0,2018-04-27T00:00:00,专用设备,18.7,286165900.0,increase,T
002609,捷顺科技,深交所中小板,2018-06-30T00:00:00,28340000,56680000,-50,0,"预计2018年1-6月归属于上市公司股东的净利润盈利:2,834万元-5,668万元,同比上年变动:-50%至0%。","1、2018年公司采取积极的市场策略,注重业绩规模的增长和线下停车场覆盖的增加。今年以来,公司订单及出货数据持续快速增长,随着公司年初制定的各项市场策略的落地,预计二季度新签订单的增速还会加快,但今年以来大项目、大客户订单占比较去年同期较大提升,这类项目实施周期一般相对较长,造成收入确认相对滞后。2、2018年全面推广智慧停车业务,新增车场覆盖和交易笔数呈现高速发展的态势,截至2018年3月31日,新签智慧停车1820条车道数,较去年同期增长10倍以上;日交易笔数突破15万笔,较去年同期增长7倍以上。智慧停车业务目前在投入期,虽然智慧停车覆盖、用户数、线上交易实现快速增长,但还没有实际产生运营性收入,这部分收入将会随着智慧停车运营业务的开展而逐渐体现出来。3、公司持续加大新产品研发和新业务开拓的投入,研发支出较去年同期有较大幅度增加,智慧停车业务、城市级智慧停车平台、行业客户等业务投入加大,导致公司在研发、管理和销售费用上较去年同期有较幅度大增加。",略减,56680000.0,2018-04-27T00:00:00,电子信息,-25.0,42510000.0,reduction,T
002569,步森股份,深交所中小板,2018-06-30T00:00:00,-16000000,-12000000,42.81,57.11,预计2018年1-6月归属于上市公司股东的净利润亏损为1200万元-1600万元。,"公司持续对线下销售渠道进行整合和优化,着重加强对现有直营店铺的经营情况及盈利能力分析,排查出需要优化和关闭的店铺,并对潜力店铺进行了优化调整,提高了销售渠道的销售规模和盈利能力,使得公司服装业务销售收入规模比上年同期上升。此外,上市公司供应链金融业务的不断拓展也有利于上半年亏损减少。",减亏,-27976600.0,2018-04-27T00:00:00,纺织服装,49.96,-14000000.0,unknown,T
002565,顺灏股份,深交所中小板,2018-06-30T00:00:00,33625400,42031800,100,150,"预计2018年1-6月归属于上市公司股东的净利润盈利3,362.54万元-4,203.18万元,同比增长100.00%-150.00%。","公司经营情况稳定,财务状况健康,同时本报告期收到浙江德美彩印有限公司(含浙江德兴纸塑包装有限公司)破产财产的分配款32,459,250.52元,其中26,488,192.21元计入当期营业外收入。",预增,16812700.0,2018-04-27T00:00:00,包装材料,125.0,37828600.0,increase,T
002582,好想你,深交所中小板,2018-06-30T00:00:00,96190000,130543500,40,90,"预计2018年1-6月归属于上市公司股东的净利润盈利为9,619万元-13,054.35万元,比上年同期增长40%-90%。","并购郝姆斯后,好百融合协同效应明显,电商渠道销售大幅增长,成本费用管控有效,公司净利润同比大幅增长。",预增,68707100.0,2018-04-27T00:00:00,农牧饲渔,65.0,113366750.0,increase,T
601208,东材科技,上交所主板,2018-06-30T00:00:00,6668775.57,26675102.3,-90,-60,预计2018年1-6月归属于上市公司股东的净利润同比下降60%-90%,"2018年第一季度,受特高压新开工项目减少的影响,公司主要产品功能聚丙烯薄膜、大尺寸绝缘结构件及制品销量及销售收入同比减少,毛利率下降明显,盈利水平大幅下滑。预计第二季度,形势扭转的可能性较小。此外,由于2017年第一季度,公司出售所持天津中纺凯泰特种材料科技有限公司100%的股权、转让所持太湖金张科技股份有限公司19%的股权,实现归属于上市公司股东净利润3057.79万元(经审计),本年度无此类业务。综上因素影响,公司预计2018年1-6月累计实现归属于上市公司股东的净利润同比降低60%-90%。",预减,66687755.74,2018-04-27T00:00:00,材料行业,-75.0,16671938.935,reduction,T
002453,华软科技,深交所中小板,2018-06-30T00:00:00,12000000,16000000,345.1,493.46,"预计2018年1-6月归属于上市公司股东的净利润盈利1,200万元-1,600万元,同比增长345.10%-493.46%。","公司传统业务市场形势有所改观,经营总体保持平稳;金融科技和供应链业务发展迅速,逐步成为公司利润重要的增长点及来源。",预增,2696000.0,2018-04-27T00:00:00,化工行业,419.28,14000000.0,increase,T
002432,九安医疗,深交所中小板,2018-06-30T00:00:00,-65000000,-45000000,-35.78,6,预计2018年1-6月归属于上市公司股东的净利润亏损4500万元-6500万元。,"为了实现向移动医疗领域转型,公司加大研发投入,建设”智能硬件+APP+云平台“,在硬件方面更新迭代,为消费者提供质量可靠、使用便捷、高性价比的产品。在APP方面持续优化性能,公司并已通过提供技术服务的方式,跟国外其他APP展开合作,为其用户提供血压、血糖等健康数据测量服务。而在云平台方面不仅为公司各APP提供数据底层服务,同时为第三发开发者提供数据下载、数据推送服务。2018年为了帮助各业务部门提高效率,节约人力成本,云平台团队已经将人工智能方面工作加入实际业务中。公司积极调整销售结构,第一季度已初见成效,国内销售效率提高较快,国内销售费用在报告期内有所下降,营业收入继续上升。B2C方面,iHealth体温计销售成绩突出,在报告期内持续贡献利润。B2B方面,在国内,公司与包括北京大学第一医院、天津医科大学代谢病医院在内的多家医院的项目合作已经落地;在国外,公司中标的新加坡卫生部VSM项目,已于2017年8月在新加坡国立大学医院商用,服务于病患和医务人员。公司将继续在小米平台上探索多种业务,并与专业医疗机构共同探索移动医疗创新服务模式,争取实现2018年业绩突破性扭转。",续亏,-47872700.0,2018-04-27T00:00:00,医疗行业,-14.89,-55000000.0,unknown,T
